Census Tract,FIPS,Area (Land),Area (Water),Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More Races,Total Population: Hispanic or Latino,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder
670407,06037670407,1258009,0,6082,12521.62,0.485720011,0.48572,0.48572,0,6082,2096,404,0,2992,0,251,339,6082,5737,1964,404,0,2992,0,54,323,345,2343,1364,979,1364,775,589,979,365,76,0,455,0,56,27,365,56
670413,06037670413,2187328,0,4852,5745.193,0.844532098,0.8445321,0.8445321,0,4852,2218,35,0,2149,0,93,357,4852,4432,2040,25,0,2149,0,0,218,420,1678,1331,347,1331,675,656,347,200,10,0,111,0,18,8,200,18
670416,06037670416,3566475,1123792,4224,3067.485,1.377023755,1.810922,1.377024,0.4338985,4224,1899,102,18,1252,1,235,717,4224,3803,1788,102,18,1252,1,17,625,421,1577,906,671,906,508,398,671,433,36,0,148,0,33,21,414,63
670417,06037670417,2021778,0,2795,3580.52,0.780612883,0.7806129,0.7806129,0,2795,1287,63,0,1118,5,38,284,2795,2694,1245,63,0,1099,5,25,257,101,1044,889,155,889,506,383,155,101,0,0,54,0,0,0,101,0
670418,06037670418,2527258,0,4557,4670.111,0.975779811,0.9757798,0.9757798,0,4557,2432,54,23,1065,0,84,899,4557,3932,2350,54,0,1065,0,17,446,625,1502,1369,133,1369,846,523,133,106,6,0,11,0,4,6,106,4
670500,06037670500,7744892,0,1451,485.2324,2.990319646,2.99032,2.99032,0,1451,880,144,3,264,0,7,153,1451,1378,866,144,0,264,0,0,104,73,570,525,45,525,351,174,45,19,0,0,26,0,0,0,19,0
670603,06037670603,3899420,0,1897,1259.984,1.505574543,1.505575,1.505575,0,1897,813,7,0,966,0,31,80,1897,1721,708,7,0,966,0,0,40,176,637,551,86,551,247,304,86,30,7,0,49,0,0,0,30,0
670604,06037670604,10345164,7255843,4911,1229.505,3.994290321,6.795787,3.99429,2.801497,4911,3152,23,0,924,0,252,560,4911,4499,3087,23,0,924,0,58,407,412,2069,1816,253,1816,1251,565,253,198,0,0,0,0,0,55,187,11
670701,06037670701,2883203,0,6538,5873.101,1.113210949,1.113211,1.113211,0,6538,3285,9,56,1579,0,770,839,6538,4960,3053,9,0,1557,0,0,341,1578,2160,1972,188,1972,825,1147,188,110,0,0,34,0,44,0,90,64
670702,06037670702,6698210,94012,5722,2212.518,2.58619345,2.622492,2.586194,0.03629824,5722,4179,14,14,995,26,193,301,5722,5271,3979,14,14,995,26,28,215,451,2009,1861,148,1861,1333,528,148,128,0,0,10,0,10,0,128,10
700101,06037700101,674083,0,5329,20475.29,0.260264912,0.2602649,0.2602649,0,5329,4073,262,0,206,40,99,649,5329,4565,3781,262,0,206,40,9,267,764,3501,193,3308,193,76,117,3308,2716,138,0,101,40,75,238,2523,410
700102,06037700102,490971,0,4651,24535.12,0.189564971,0.189565,0.189565,0,4651,3347,439,0,167,0,122,576,4651,4128,3164,439,0,167,0,72,286,523,2787,83,2704,83,83,0,2704,1975,226,0,76,0,74,353,1854,361
700200,06037700200,698991,0,6908,25596.38,0.269881945,0.2698819,0.2698819,0,6908,4576,248,105,235,0,534,1210,6908,5216,4068,248,26,235,0,37,602,1692,4243,329,3914,329,312,17,3914,2823,49,105,91,0,205,641,2376,1183
700300,06037700300,607147,0,5745,24507.21,0.234420777,0.2344208,0.2344208,0,5745,4726,127,0,188,0,171,533,5745,5161,4443,127,0,188,0,93,310,584,4113,1287,2826,1287,1137,150,2826,2379,42,0,44,0,87,274,2252,295
700400,06037700400,1315939,0,4680,9211.022,0.50808691,0.5080869,0.5080869,0,4680,3742,41,0,386,0,175,336,4680,4417,3673,41,0,386,0,12,305,263,2873,566,2307,566,491,75,2307,1854,0,0,165,0,105,183,1798,192
700501,06037700501,597631,0,4187,18145.44,0.230746629,0.2307466,0.2307466,0,4187,3536,148,0,85,0,66,352,4187,3883,3318,148,0,85,0,66,266,304,2515,1037,1478,1037,871,166,1478,1146,97,0,0,0,58,177,1091,100
700502,06037700502,504038,0,3858,19824.25,0.194610168,0.1946102,0.1946102,0,3858,2744,197,0,380,0,117,420,3858,3309,2420,197,0,380,0,103,209,549,2804,909,1895,909,614,295,1895,1296,105,0,157,0,84,253,1121,294
700600,06037700600,5682870,2279,4983,2271.02,2.194168467,2.195048,2.194169,0.000879927,4983,4342,0,0,212,0,65,364,4983,4595,4264,0,0,212,0,0,119,388,1639,1487,152,1487,1376,111,152,152,0,0,0,0,0,0,152,0
700700,06037700700,3530596,0,3530,2589.551,1.363170795,1.363171,1.363171,0,3530,3019,2,8,50,0,147,304,3530,3470,2992,2,8,50,0,114,304,60,1165,1020,145,1020,870,150,145,145,0,0,0,0,0,0,145,0
700801,06037700801,1454766,0,3858,6868.578,0.561688317,0.5616883,0.5616883,0,3858,3048,150,0,444,0,62,154,3858,3685,2979,150,0,444,0,23,89,173,2293,913,1380,913,696,217,1380,1006,125,0,136,0,32,81,987,79
700802,06037700802,685338,0,4036,15252.61,0.264610492,0.2646105,0.2646105,0,4036,2764,184,0,705,0,273,110,4036,3637,2637,174,0,705,0,11,110,399,1991,614,1377,614,463,151,1377,1115,40,0,161,0,37,24,1019,133
700901,06037700901,1053659,0,4293,10552.58,0.406820032,0.40682,0.40682,0,4293,2996,25,0,844,0,126,302,4293,3927,2814,25,0,844,0,59,185,366,1482,769,713,769,646,123,713,484,19,0,198,0,0,12,386,98
700902,06037700902,954427,0,6528,17714.76,0.368506341,0.3685063,0.3685063,0,6528,4521,55,0,1098,0,301,553,6528,5877,4268,55,0,1098,0,163,293,651,3170,625,2545,625,572,53,2545,1692,38,0,366,0,180,269,1554,311
701000,06037701000,1422538,0,5178,9427.486,0.549245016,0.549245,0.549245,0,5178,3957,133,16,577,0,18,477,5178,4918,3781,133,16,577,0,0,411,260,2598,721,1877,721,594,127,1877,1371,133,16,149,0,18,190,1336,94
701201,06037701201,1941996,0,3920,5227.999,0.749808879,0.7498089,0.7498089,0,3920,3001,0,0,402,0,135,382,3920,3584,2813,0,0,402,0,96,273,336,1474,1241,233,1241,905,336,233,210,0,0,11,0,8,4,176,46
701202,06037701202,404719,0,3490,22334.16,0.156262886,0.1562629,0.1562629,0,3490,2934,12,0,253,7,44,240,3490,3280,2851,12,0,253,7,0,157,210,1747,745,1002,745,652,93,1002,894,0,0,36,0,13,59,842,88
701302,06037701302,456090,0,4829,27422.33,0.176097341,0.1760973,0.1760973,0,4829,3905,68,136,386,0,34,300,4829,4507,3727,68,95,386,0,32,199,322,2943,762,2181,762,583,179,2181,1968,0,19,82,0,0,112,1856,169
701304,06037701304,2080500,250093,6285,7824.117,0.803285575,0.899847,0.8032856,0.09656145,6285,4998,66,55,478,0,3,685,6285,5283,4610,66,16,271,0,0,320,1002,2754,1638,1116,1638,1322,316,1116,974,15,35,76,0,0,16,896,113
701402,06037701402,829444,244198,6179,19294.29,0.320250132,0.4145355,0.3202501,0.09428538,6179,4081,81,0,477,38,448,1054,6179,4640,3813,60,0,458,38,47,224,1539,3630,539,3091,539,443,96,3091,2229,46,0,181,0,163,472,2051,650
701501,06037701501,617473,0,5058,21215.76,0.238407668,0.2384077,0.2384077,0,5058,3470,379,5,441,0,157,606,5058,4717,3395,379,0,441,0,0,502,341,2649,501,2148,501,386,115,2148,1741,160,0,95,0,68,84,1675,162
701502,06037701502,610194,0,3784,16061.31,0.235597231,0.2355972,0.2355972,0,3784,2557,297,2,242,0,218,468,3784,3107,2345,287,0,242,0,0,233,677,1960,235,1725,235,183,52,1725,1201,197,0,66,0,36,225,1091,238
701601,06037701601,1216991,3025,3963,8434.017,0.469882872,0.4710508,0.4698829,0.001167959,3963,2941,63,24,386,0,158,391,3963,3585,2857,63,24,386,0,68,187,378,1725,972,753,972,787,185,753,576,13,24,79,0,22,39,576,44
701602,06037701602,660538,0,4614,18091.62,0.255035158,0.2550352,0.2550352,0,4614,2584,330,0,717,0,155,828,4614,3749,2294,325,0,717,0,60,353,865,1951,724,1227,724,412,312,1227,820,113,0,56,0,70,168,742,217
701701,06037701701,656547,0,3350,13215.29,0.253494225,0.2534942,0.2534942,0,3350,2248,174,43,406,0,210,269,3350,2606,1903,151,13,382,0,10,147,744,1744,383,1361,383,283,100,1361,928,120,30,117,0,48,118,866,246
701702,06037701702,606991,0,3146,13423.76,0.234360545,0.2343605,0.2343605,0,3146,2099,407,21,334,0,71,214,3146,2771,1931,386,0,334,0,0,120,375,1703,110,1593,110,92,18,1593,1155,165,21,134,0,26,92,1125,119
701801,06037701801,1895786,0,6668,9109.699,0.731967098,0.7319671,0.7319671,0,6668,3469,598,96,932,0,651,922,6668,3913,2183,598,62,892,0,0,178,2755,2730,517,2213,517,221,296,2213,1392,236,0,265,0,103,217,1067,584
701802,06037701802,1248775,0,5260,10909.36,0.482154744,0.4821548,0.4821548,0,5260,2719,538,28,434,0,566,975,5260,3551,2073,515,9,434,0,38,482,1709,2151,493,1658,493,222,271,1658,922,119,10,80,0,172,355,720,505
701902,06037701902,1789787,440550,5149,7451.081,0.691040653,0.861138,0.6910406,0.1700973,5149,3618,572,0,352,0,91,516,5149,4840,3518,572,0,352,0,0,398,309,3330,140,3190,140,125,15,3190,2463,240,0,191,0,54,242,2382,231
702002,06037702002,1014710,252431,6185,15786.85,0.391781738,0.4892459,0.3917817,0.09746416,6185,4149,768,82,502,0,158,526,6185,5284,3753,731,0,502,0,40,258,901,3345,576,2769,576,500,76,2769,2161,287,27,103,0,35,156,1935,363
702102,06037702102,928045,200615,5620,15684.3,0.358320193,0.4357781,0.3583202,0.07745789,5620,4458,73,0,265,0,44,780,5620,5080,4094,73,0,265,0,0,648,540,3567,739,2828,739,575,164,2828,2293,9,0,97,0,44,385,2193,250
702201,06037702201,1204124,0,3920,8431.65,0.464914895,0.4649149,0.4649149,0,3920,2501,238,42,322,34,190,593,3920,2893,2150,238,0,322,34,56,93,1027,2094,671,1423,671,414,257,1423,1129,162,0,35,18,17,62,997,167
702202,06037702202,1011696,0,3920,10035.38,0.390618026,0.390618,0.390618,0,3920,3058,11,19,223,0,89,520,3920,3369,2877,11,0,216,0,15,250,551,1752,914,838,914,774,140,838,660,11,0,48,0,24,95,603,112
702300,06037702300,2591889,0,6820,6814.998,1.00073398,1.000734,1.000734,0,6820,4840,179,55,604,0,287,855,6820,5570,4224,179,41,566,0,100,460,1250,2954,1463,1491,1463,1087,376,1491,1153,26,41,39,0,62,170,1067,274
702400,06037702400,1982236,16494,4541,5933.267,0.765345631,0.771714,0.7653456,0.006368369,4541,2373,134,19,643,0,224,1148,4541,3109,2067,134,0,637,0,0,271,1432,2057,632,1425,632,277,355,1425,866,52,0,242,0,50,215,754,285
702501,06037702501,1333949,9885,4998,9704.089,0.51504061,0.5188572,0.5150406,0.00381662,4998,3610,46,0,820,0,41,481,4998,4393,3335,12,0,820,0,0,226,605,2243,1242,1001,1242,866,376,1001,808,11,0,82,0,22,78,757,106
702502,06037702502,1799487,16889,4142,5961.549,0.694785845,0.7013067,0.6947858,0.006520879,4142,2090,673,0,737,0,128,514,4142,3425,1752,673,0,737,0,0,263,717,2236,1546,690,1546,701,845,690,437,112,0,124,0,17,0,349,105
702600,06037702600,2163334,10471,6688,8007.011,0.835267963,0.8393108,0.835268,0.004042876,6688,4232,331,0,1106,17,109,893,6688,5705,3725,269,0,1106,17,29,559,983,2587,2113,474,2113,1314,799,474,305,39,0,52,17,0,61,244,82
702700,06037702700,1339404,11605,3460,6690.557,0.517146798,0.5216275,0.5171468,0.004480716,3460,2219,221,0,423,70,129,398,3460,2919,1960,221,0,423,70,0,245,541,1296,1029,267,1029,707,322,267,156,72,0,0,0,39,0,87,108
702801,06037702801,1194168,0,5359,11622.94,0.461070862,0.4610709,0.4610709,0,5359,2618,130,97,1837,0,60,617,5359,4148,1788,130,52,1837,0,0,341,1211,2004,1085,919,1085,446,639,919,617,14,44,157,0,0,87,548,160
702802,06037702802,610045,0,2293,9735.089,0.235539701,0.2355397,0.2355397,0,2293,1376,220,11,273,0,94,319,2293,1594,1000,220,0,268,0,9,97,699,996,366,630,366,213,153,630,363,69,0,124,0,30,44,302,117
702803,06037702803,847101,224,2749,8404.992,0.327067539,0.327154,0.3270675,8.648689E-05,2749,1612,80,29,158,0,413,457,2749,1548,1069,80,10,158,0,19,212,1201,1171,344,827,344,125,219,827,598,10,10,43,0,61,105,424,265
702900,06037702900,2209653,1546421,10274,12042.41,0.853151829,1.450228,0.8531519,0.5970765,10274,7515,645,0,1044,32,145,893,10274,9453,7066,645,0,1044,32,44,622,821,5511,385,5126,385,339,46,5126,3440,497,0,621,32,101,435,3265,547
703002,06037703002,3276721,0,6903,5456.274,1.265149105,1.265149,1.265149,0,6903,1140,4473,138,268,0,69,815,6903,6348,998,4394,86,268,0,0,602,555,2736,1845,891,1845,326,1519,891,182,566,11,0,0,0,132,132,111
703003,06037703003,2015004,5792,6127,7875.347,0.777997427,0.7802337,0.7779974,0.002236304,6127,2378,1394,0,1107,0,131,1117,6127,5343,2235,1394,0,1107,0,0,607,784,3101,1533,1568,1533,765,768,1568,638,324,0,364,0,45,197,575,224
703100,06037703100,2662193,1987,6444,6269.224,1.027878508,1.028646,1.027879,0.000767185,6444,661,4549,88,184,18,340,604,6444,5824,559,4476,54,184,18,46,487,620,2671,1839,832,1839,184,1655,832,46,705,0,15,0,66,0,33,79
703200,06037703200,2106454,0,5555,6830.144,0.813306471,0.8133065,0.8133065,0,5555,769,4297,36,256,0,98,99,5555,5262,582,4270,36,256,0,40,78,293,2240,1487,753,1487,101,1386,753,138,529,36,29,0,0,21,138,0
800101,06037800101,8096201,0,5734,1834.316,3.125960815,3.125961,3.125961,0,5734,4682,54,0,552,0,66,380,5734,5440,4609,54,0,552,0,58,167,294,1903,1768,135,1768,1443,325,135,135,0,0,0,0,0,0,135,0
800103,06037800103,18475116,0,3416,478.8819,7.133282471,7.133283,7.133283,0,3416,2295,50,0,608,0,305,158,3416,2758,1941,50,0,608,0,12,147,658,1167,943,224,943,732,211,224,224,0,0,0,0,0,0,96,128
800104,06037800104,34221882,14552,3665,277.3754,13.2131423,13.21876,13.21314,0.005618559,3665,2804,71,0,325,0,251,214,3665,3434,2649,71,0,325,0,184,205,231,1408,1029,379,1029,852,177,379,310,0,0,0,0,60,9,300,36
800202,06037800202,27387119,2732,6121,578.8603,10.5742266,10.57528,10.57423,0.001054831,6121,5256,182,36,421,0,26,200,6121,5912,5215,182,36,421,0,0,58,209,1995,1760,235,1760,1560,200,235,183,52,0,0,0,0,0,161,22
800204,06037800204,7957753,90645,4086,1329.859,3.072505741,3.107504,3.072506,0.03499823,4086,3404,55,60,318,0,0,249,4086,3639,3075,41,60,318,0,0,145,447,1710,1331,379,1331,1016,315,379,366,0,0,0,0,0,13,304,62
800205,06037800205,1300656,0,4036,8036.861,0.502186111,0.5021861,0.5021861,0,4036,2347,125,0,903,0,288,373,4036,3395,2178,125,0,903,0,0,189,641,1630,631,999,631,519,112,999,637,40,0,232,0,12,78,591,124
800206,06037800206,9267203,0,3604,1007.242,3.578087234,3.578087,3.578087,0,3604,3050,159,0,145,0,55,195,3604,3429,3039,159,0,145,0,21,65,175,1148,1050,98,1050,961,89,98,59,39,0,0,0,0,0,59,0
800324,06037800324,3531836,55687,6585,4828.953,1.363649561,1.38515,1.36365,0.02150087,6585,4792,235,0,709,27,178,644,6585,5995,4505,235,0,709,27,61,458,590,2431,2144,287,2144,1669,475,287,200,7,0,22,0,43,15,188,55
800325,06037800325,2019448,291001,3677,4715.836,0.779713265,0.8920694,0.7797133,0.1123561,3677,3023,35,0,265,0,20,334,3677,3481,2956,35,0,254,0,0,236,196,1404,1106,298,1106,936,170,298,228,0,0,0,0,8,62,228,64
800328,06037800328,9638012,0,1217,327.04,3.721257396,3.721257,3.721257,0,1217,973,0,0,188,0,18,38,1217,1071,872,0,0,188,0,11,0,146,402,319,83,319,260,59,83,77,0,0,6,0,0,0,50,27
800333,06037800333,1283670,0,2196,4430.745,0.495627779,0.4956278,0.4956278,0,2196,1615,46,0,306,0,15,214,2196,2088,1552,46,0,306,0,0,184,108,988,310,678,310,222,88,678,499,0,0,110,0,0,69,483,22
800334,06037800334,4741497,0,3749,2047.848,1.830702304,1.830702,1.830702,0,3749,2941,39,0,139,0,426,204,3749,2834,2580,27,0,139,0,0,88,915,1256,1062,194,1062,943,119,194,117,0,0,0,0,77,0,71,123
800335,06037800335,69778212,785115,4475,166.1005,26.94151788,27.24465,26.94152,0.3031346,4475,3480,42,24,195,0,436,298,4475,3749,3345,3,24,195,0,29,153,726,1818,1507,311,1507,1289,218,311,162,0,0,17,0,96,36,146,112
800336,06037800336,19772065,21763,3893,509.953,7.634036914,7.64244,7.634037,0.008402742,3893,2937,0,0,24,0,464,468,3893,3019,2778,0,0,24,0,0,217,874,1174,1083,91,1083,783,300,91,91,0,0,0,0,0,0,39,52
800337,06037800337,2785085,0,3771,3506.839,1.075327376,1.075327,1.075327,0,3771,2257,175,0,422,0,311,606,3771,3294,2152,175,0,389,0,36,542,477,1749,765,984,765,559,206,984,604,0,0,35,0,37,308,604,63
800338,06037800338,6357316,0,6471,2636.303,2.454573535,2.454574,2.454574,0,6471,4800,9,5,382,0,509,766,6471,5569,4528,9,5,382,0,157,488,902,2058,1748,310,1748,1311,437,310,275,0,0,31,0,0,4,262,13
800406,06037800406,90972482,3993989,2167,61.69453,35.12467239,36.66676,35.12467,1.542088,2167,1672,31,45,150,0,92,177,2167,1987,1603,31,45,150,0,0,158,180,788,617,171,617,495,122,171,165,0,0,6,0,0,0,157,8
800410,06037800410,37073474,1363468,3527,246.3996,14.31414817,14.84059,14.31415,0.5264379,3527,2354,201,0,629,7,71,265,3527,3210,2177,181,0,629,7,12,204,317,500,402,98,402,345,57,98,98,0,0,0,0,0,0,98,0
800411,06037800411,9038396,1190428,2740,785.1578,3.489744354,3.949371,3.489744,0.4596269,2740,1970,23,0,101,0,98,548,2740,2297,1863,23,0,101,0,24,286,443,984,806,178,806,667,139,178,99,0,0,73,0,0,6,99,0
800412,06037800412,7171172,4017651,3682,1329.816,2.768805106,4.320029,2.768805,1.551224,3682,2949,15,0,95,0,99,524,3682,3156,2764,15,0,95,0,0,282,526,1410,1253,157,1253,1093,160,157,110,0,0,0,0,0,47,110,31
800504,06037800504,21592238,3270476,1890,226.7054,8.336810055,9.599548,8.33681,1.262738,1890,1648,3,0,49,23,157,10,1890,1787,1570,3,0,49,23,132,10,103,933,545,388,545,496,49,388,335,0,0,0,8,45,0,335,11
800506,06037800506,26495803,2840764,3393,331.6687,10.23008755,11.32691,10.23009,1.096825,3393,2578,33,0,179,0,279,324,3393,3098,2535,33,0,179,0,143,208,295,1367,1066,301,1066,922,144,301,255,15,0,0,0,0,31,243,30
900102,06037900102,440684159,59716,782,4.595969,170.1491127,170.1722,170.1491,0.02305648,782,569,14,7,0,0,138,54,782,296,276,14,3,0,0,3,0,486,262,180,82,180,94,86,82,51,0,3,0,0,0,28,44,35
900103,06037900103,19978282,4216,6514,844.4761,7.713658133,7.715286,7.713658,0.001627807,6514,4305,474,69,14,0,548,1104,6514,2474,1843,456,0,7,0,68,100,4040,1732,1180,552,1180,522,658,552,260,125,12,0,0,16,139,184,202
900104,06037900104,42350292,253397,6593,403.2036,16.35153985,16.44938,16.35154,0.09783714,6593,2684,149,49,165,0,1228,2318,6593,1990,1233,149,0,165,0,5,438,4603,1789,1244,545,1244,343,901,545,336,26,11,0,0,40,132,176,293
900301,06037900301,6629836,10782,4439,1734.124,2.559794099,2.563957,2.559794,0.004162954,4439,2135,886,12,322,0,817,267,4439,2543,1258,876,0,317,0,0,92,1896,1009,706,303,706,306,400,303,107,148,0,13,0,27,8,107,35
900501,06037900501,3117603,427,7939,6595.424,1.203713299,1.203878,1.203713,0.000164866,7939,2911,1432,156,48,0,1820,1572,7939,3396,1487,1432,0,48,0,97,332,4543,2193,1502,691,1502,393,1109,691,271,294,0,0,0,95,31,114,264
900504,06037900504,10574239,1223,7051,1727.028,4.082736677,4.083209,4.082736,0.000472203,7051,1844,2508,8,288,0,1394,1009,7051,4164,1185,2387,0,288,0,20,284,2887,1997,1205,792,1205,405,800,792,191,367,0,69,0,76,89,109,188
900505,06037900505,1310990,0,4587,9062.063,0.50617609,0.5061761,0.5061761,0,4587,1682,1032,64,84,0,860,865,4587,2012,835,1032,0,84,0,0,61,2575,1330,931,399,931,293,638,399,156,102,0,0,0,60,81,63,222
900506,06037900506,1307748,0,5095,10090.62,0.504924347,0.5049244,0.5049244,0,5095,1764,1586,26,1,1,977,740,5095,2830,881,1573,0,1,1,209,165,2265,1436,818,618,818,262,556,618,195,274,13,0,0,44,92,147,172
900508,06037900508,3974231,11929,3831,2496.645,1.534459233,1.539065,1.534459,0.004605813,3831,1859,723,0,122,0,543,584,3831,1956,834,723,0,122,0,13,264,1875,1065,841,224,841,267,574,224,44,108,0,11,0,57,4,7,94
900509,06037900509,1648887,5689,4480,7036.957,0.636638857,0.6388354,0.6366389,0.002196535,4480,2077,985,0,180,0,572,666,4480,2532,880,985,0,180,0,0,487,1948,1325,707,618,707,243,464,618,202,342,0,14,0,22,38,73,151
900510,06037900510,2292527,0,3960,4473.82,0.885149661,0.8851497,0.8851497,0,3960,933,1477,5,30,0,1127,388,3960,2401,750,1477,0,30,0,36,108,1559,1072,532,540,532,155,377,540,157,270,0,0,0,113,0,90,180
900602,06037900602,5142796,0,5463,2751.248,1.985644721,1.985645,1.985645,0,5463,2474,951,0,42,12,1334,650,5463,2258,1124,926,0,42,0,0,166,3205,1775,1116,659,1116,322,794,659,214,281,0,0,0,141,23,106,272
900606,06037900606,1743037,0,4580,6805.446,0.672990377,0.6729904,0.6729904,0,4580,1596,1705,39,0,0,351,889,4580,2557,791,1606,0,0,0,0,160,2023,1426,383,1043,383,206,177,1043,383,551,0,0,0,45,64,285,246
900607,06037900607,1713254,0,3998,6043.921,0.661491096,0.6614911,0.6614911,0,3998,1611,537,0,69,0,749,1032,3998,1350,753,528,0,69,0,0,0,2648,1130,657,473,657,275,382,473,189,137,0,12,0,24,111,73,251
900608,06037900608,1338061,0,4229,8185.77,0.516628262,0.5166283,0.5166283,0,4229,1317,722,0,72,0,861,1257,4229,1415,439,722,0,72,0,33,149,2814,1159,801,358,801,186,615,358,95,138,0,24,0,22,79,24,172
900609,06037900609,2621752,0,5186,5123.168,1.012264149,1.012264,1.012264,0,5186,848,1574,226,465,0,725,1348,5186,2638,371,1574,0,465,0,0,228,2548,1490,807,683,807,148,659,683,105,319,0,85,0,67,107,34,236
900610,06037900610,3294229,0,3207,2521.407,1.271908982,1.271909,1.271909,0,3207,1501,420,142,13,0,234,897,3207,1015,582,420,0,13,0,0,0,2192,1180,896,284,896,348,548,284,159,92,0,0,0,0,33,43,149
900611,06037900611,1972547,0,4808,6312.986,0.761604687,0.7616047,0.7616047,0,4808,1116,1203,0,255,0,576,1658,4808,1895,261,1203,0,166,0,224,41,2913,1181,1101,80,1101,121,980,80,18,21,0,16,0,0,25,0,43
900701,06037900701,2093985,0,4436,5486.757,0.808492163,0.8084922,0.8084922,0,4436,1627,1300,30,111,39,543,786,4436,2730,1146,1300,30,111,39,34,70,1706,1538,749,789,749,263,486,789,320,321,0,0,0,36,112,220,248
900703,06037900703,2598810,0,5363,5344.794,1.003406193,1.003406,1.003406,0,5363,1884,1827,24,286,0,818,524,5363,3584,1301,1812,19,277,0,0,175,1779,2165,440,1725,440,196,244,1725,760,590,24,101,0,132,118,516,466
900704,06037900704,5172162,6357,3343,1674.025,1.996982998,1.999437,1.996983,0.002454452,3343,1139,1244,9,220,0,141,590,3343,2272,623,1197,9,220,0,0,223,1071,1560,33,1527,33,24,9,1527,543,547,0,111,0,68,258,367,432
900705,06037900705,5278364,2576,4145,2033.869,2.037987821,2.038982,2.037988,0.000994599,4145,2463,591,0,194,21,296,580,4145,2942,1946,591,0,194,21,20,170,1203,1820,566,1254,566,285,281,1254,737,181,0,87,21,141,87,528,426
900804,06037900804,1475336,0,3877,6806.167,0.569630438,0.5696304,0.5696304,0,3877,1214,851,7,6,0,1111,688,3877,1383,474,846,7,6,0,0,50,2494,1085,463,622,463,130,333,622,123,205,0,0,0,174,120,78,322
900805,06037900805,2637778,673,5629,5527.017,1.018451823,1.018712,1.018452,0.000259847,5629,2502,607,136,203,11,1212,958,5629,3056,2098,593,38,203,11,42,71,2573,1556,1169,387,1169,434,735,387,183,71,2,0,0,39,92,165,149
900806,06037900806,1795825,0,4274,6164.08,0.693371938,0.693372,0.693372,0,4274,1709,1049,4,208,11,578,715,4274,2643,998,1049,0,208,11,117,260,1631,2087,172,1915,172,118,54,1915,702,584,0,170,0,163,296,514,494
900807,06037900807,1318539,0,3859,7580.181,0.509090776,0.5090908,0.5090908,0,3859,1231,1706,0,92,0,509,321,3859,2701,925,1660,0,92,0,0,24,1158,1125,679,446,679,209,470,446,154,251,0,0,0,0,41,91,91
900808,06037900808,1320256,4409,5369,10532.54,0.509753713,0.511456,0.5097537,0.001702324,5369,2289,848,165,47,27,365,1628,5369,2262,1252,848,3,47,27,3,82,3107,1369,820,549,820,364,456,549,238,193,38,7,0,22,51,81,268
900901,06037900901,94129761,510021,3033,83.45324,36.34370507,36.54063,36.3437,0.1969202,3033,1542,546,10,121,0,564,250,3033,1853,1087,518,0,121,0,0,127,1180,945,420,525,420,233,187,525,238,216,10,0,0,61,0,155,182
900902,06037900902,117956135,1016945,1397,30.67423,45.54312066,45.93576,45.54312,0.3926447,1397,948,0,0,0,0,351,98,1397,988,921,0,0,0,0,49,18,409,584,456,128,456,341,115,128,118,0,0,0,0,0,10,118,10
901003,06037901003,2602876,2164,3658,3639.888,1.004976085,1.005812,1.004976,0.000835525,3658,1132,1291,117,57,16,452,593,3658,2174,522,1207,48,57,16,6,318,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
